extract_date,id,title,street_name,general_address,apartment_type,stock,total_area,used_area,rooms,bedrooms,bathrooms,cold_rent,total_rent,condition
today,102153162,"Luxuriöse 5-Zi-Wohnung mit Design-Features, Südbalkon, Garten und Pool!",Neuenburger Str. ,"10969 Berlin, Kreuzberg (Kreuzberg)",Etagenwohnung,2 von 7,"181,47 m²",,5,3.0,3.0,2.850 €,3.350 €,Erstbezug
today,111506296,Traumhafte 2-Zimmerwohnung im sanierten Altbau,,10367 Berlin,Etagenwohnung,2 von 4,58 m²,0 m²,2,2.0,1.0,730 €,900 €,Neuwertig
today,88062269,Neubau Penthouse am ruhigen Engelbecken zwischen Mitte und Kreuzberg,Michael Kirch Platz a,"10179 Berlin, Mitte (Mitte)",Penthouse,5 von 5,90 m²,90 m²,3,1.0,1.0,1.500 €,1.850 €,Neuwertig
today,111862761,+TOP-SANIERT 3 ZIMMERWOHNUNG IM KREUZERG-KIEZ WOHNGEMEINSCHAFT WILLKOMMEN+,Dudenstr. ,"10965 Berlin, Kreuzberg (Kreuzberg)",Etagenwohnung,6 von 11,"95,31 m²",,3,2.0,1.0,"1.048,41 €","1.355,70 €",Saniert
today,109078146,Hochwertig sanierte 4-Zimmer-Dachgeschosswhg (VH DG rechts) in Niederschönhausen,Herthaplatz ,"13156 Berlin, Niederschönhausen (Pankow)",Dachgeschoss,4 von 4,"99,56 m²","99,56 m²",4,3.0,1.0,"1.194,72 €","1.494,72 €",Neuwertig
today,111669255,2-Zimmer auf 75 m²,BrunoBürgelWeg  B,"12439 Berlin, Niederschöneweide (Treptow)",Etagenwohnung,3 von 5,75 m²,,2,1.0,1.0,"968,20 €","1.134,26 €",Neuwertig
today,111659882,Gemütliche 3-Zimmer Wohnung mit Spreeblick,BrunoBürgelWeg ,"12439 Berlin, Niederschöneweide (Treptow)",Etagenwohnung,1 von 5,86 m²,0 m²,3,2.0,,"1.113,82 €","1.303,84 €",Erstbezug
today,111506994,2-Zimmer im Dachgeschoss,BrunoBürgelWeg ,"12439 Berlin, Niederschöneweide (Treptow)",Dachgeschoss,5 von 5,68 m²,,2,1.0,1.0,"885,49 €","1.035,09 €",Neuwertig
today,111472969,Leben am Wasser in Berlin,BrunoBürgelWeg  B,"12439 Berlin, Niederschöneweide (Treptow)",Erdgeschosswohnung,1 von 5,113 m²,,4,3.0,2.0,"1.511,60 €","1.762,34 €",Neuwertig
today,111992238,Große 3-Zimmerwohnung mit Balkon in Berlin-Neukölln!,Dieselstr. ,"12057 Berlin, Neukölln (Neukölln)",Etagenwohnung,4,75 m²,,3,2.0,1.0,699 €,929 €,Erstbezug nach Sanierung
today,111278561,Helle 2 Zimmer Wohnung ab 01. Dezember*,Liebermannstraße ,"13088 Berlin, Weißensee (Weißensee)",Loft,4 von 5,"54,19 m²","54,19 m²",2,1.0,1.0,550 €,822 €,Erstbezug nach Sanierung
today,111293490,"HOCHWERTIG SANIERTE 3,5 - ZIMMERWOHNUNG IN TOLLEM ZWEIFAMILIENHAUS",Fürstenwalder Damm ,"12587 Berlin, Friedrichshagen (Köpenick)",Dachgeschoss,2 von 2,100 m²,,"3,5",2.0,1.0,1.000 €,1.300 €,Erstbezug nach Sanierung
today,112040967,Große 2-Zimmer-Wohnung im Altbaustil nahe des Schloss Charlottenburg zu vergeben!,Wilmersdorfer Straße ,"10585 Berlin, Charlottenburg (Charlottenburg)",Etagenwohnung,2 von 5,73 m²,,2,1.0,1.0,699 €,899 €,Gepflegt
today,112190644,3 Zimmer Wohnung mit Balkon in Biesdorf*,Marchwitzastr. ,"12681 Berlin, Marzahn (Marzahn)",Etagenwohnung,1 von 10,70 m²,,3,1.0,1.0,619 €,789 €,Gepflegt
today,106925092,Neueröffnug Apartmenthaus 2 und 3 in Oberschöneweide,Slabystr. ,"12459 Berlin, Oberschöneweide (Köpenick)",,4 von 4,30 m²,30 m²,1,1.0,1.0,480 €,480 € (zzgl. Heizkosten),Erstbezug
today,88212257,Dachgeschoss-Wohntraum in Westend!,Spandauer Damm ,"14050 Berlin, Charlottenburg (Charlottenburg)",Dachgeschoss,4 von 4,"97,09 m²","97,09 m²",2,1.0,1.0,780 €,1.090 €,Gepflegt
today,98076512,"Ab März 2018: 3,5-Zimmer im Neubau am Nordrand Prenzl. Berg",Prenzlauer Promenade ,"13189 Berlin, Pankow (Pankow)",Etagenwohnung,5 von 6,"142,18 m²",,"3,5",2.0,1.0,"1.777,25 €","2.294,47 €",Neuwertig
today,111868482,"Besichtigung am Samstag, 09.12. um 12:00 Uhr! 5 Zimmer! 5er WG möglich! Dachterrasse! Wannenbad!",Eichborndamm ,"13403 Berlin, Reinickendorf (Reinickendorf)",Dachgeschoss,4 von 4,108 m²,108 m²,5,,1.0,875 €,"1.298,90 €",Modernisiert
today,111991902,++Dachgeschosswohnung mit Südwest-Terrasse NUR MIT WBS MÖGLICH -BITTE BEACHTEN+,Lauterberger ,"12347 Berlin, Britz (Neukölln)",Dachgeschoss,4 von 4,"65,71 m²",,2,1.0,1.0,"466,54 €","722,91 €",Gepflegt
today,109424447,"ruhige Singlewohnung, Duschbad mit Fenster, Einbauküche, Balkon",,13585 Berlin,Etagenwohnung,3 von 3,29 m²,29 m²,1,1.0,1.0,450 €,550 €,Erstbezug nach Sanierung
today,109704735,Loftliving - hochwertig sanierte Maisonettewohnung mit eigener ruhiger Terasse,Stuttgarter Str. ,"12059 Berlin, Neukölln (Neukölln)",Loft,1 von 4,"112,41 m²","112,41 m²",2,1.0,1.0,1.250 €,1.500 €,Neuwertig
today,112196129,"nur mit WBS: schöne 3-Zimmer-Wohnung mit Wintergarten, Balkon, Aufzug und neuer Einbauküche",Wolfensteindamm ,"12165 Berlin, Steglitz (Steglitz)",Etagenwohnung,1 von 7,"81,52 m²",,3,1.0,1.0,"582,01 €","892,01 €",Vollständig renoviert
today,57382228,2-Zimmer in der 2. Etage eines Neubaus in Charlottenburg - Wilmersdorfer Straße,Wilmersdorfer Str. ,"10629 Berlin, Charlottenburg (Charlottenburg)",,2 von 6,41 m²,70 m²,2,1.0,1.0,"739,32 €","906,32 €",Gepflegt
today,111793759,Erstbezug nach Sanierung! Hochwertige 1 Zimmerwohnung mit Balkon (VH 3.OG li 1.Tür re),Reichenberger Straße ,"10999 Berlin, Kreuzberg (Kreuzberg)",Etagenwohnung,3 von 9,"39,67 m²","39,67 m²",1,1.0,1.0,"555,38 €","729,38 €",Erstbezug nach Sanierung
today,111793649,"Erstbezug nach Sanierung! 2 Zimmer, Balkon Nähe Oranienstraße/Kreuzberg (VH 9.OG rechts 1.Tür re)",Reichenberger Straße ,"10999 Berlin, Kreuzberg (Kreuzberg)",Etagenwohnung,9 von 9,"56,79 m²","56,87 m²",2,1.0,1.0,"738,27 €","932,27 €",Erstbezug nach Sanierung
today,112192711,Bezugsfrei nach Renovierung! 2 Zimmer Wohnung mit Balkon Nahe Ku'Damm!,CasparTheyßStrasse ,"14193 Berlin, Grunewald (Wilmersdorf)",Erdgeschosswohnung,1 von 4,"51,58 m²","51,58 m²",2,1.0,1.0,"780,03 €","945,03 €",Vollständig renoviert
today,110031575,The place to be – Apartments am Potsdamer Platz!,Alte Potsdamer Straße ,"10785 Berlin, Tiergarten (Tiergarten)",Etagenwohnung,4,"105,36 m²",,3,2.0,2.0,1.750 €,"2.171,44 €",Neuwertig
today,110031593,Domizil mit Ausblick am Potsdamer Platz!,Marlene Dietrich Platz ,"10785 Berlin, Tiergarten (Tiergarten)",Etagenwohnung,8,"119,32 m²",,3,2.0,2.0,2.200 €,2.713 €,Neuwertig
today,112191692,2 Zimmer Wohnung in Neukölln mit Balkon*,Schierker Str. ,"12051 Berlin, Neukölln (Neukölln)",Etagenwohnung,1 von 4,61 m²,,2,1.0,1.0,699 €,789 € (zzgl. Heizkosten),Gepflegt
today,112048978,Sonnige 2-Zimmerwohnung mit Balkon im Wohnpark Adlershof,Wassermannstr. ,"12489 Berlin, Adlershof (Treptow)",Etagenwohnung,1 von 4,"60,4 m²","60,4 m²",2,1.0,1.0,"543,60 €","722,15 €",Neuwertig
today,110582524,Sensationelles Penthouse in der Alten Brauerei!,Alte Brauerei ,"10965 Berlin, Kreuzberg (Kreuzberg)",Etagenwohnung,5 von 5,195 m²,195 m²,4,3.0,2.0,2.500 €,2.960 €,Neuwertig
today,110990122,Imposante Maisonette mit luxuriöser Möblierung – Erstbezug!,Am Zirkus ,"10117 Berlin, Mitte (Mitte)",Etagenwohnung,0,311 m²,,6,4.0,3.0,9.000 €,11.000 €,Neuwertig
today,110120742,Futuristisch für Wohngourmets im  Upper Eastside Berlin”!,Mittelstraße ,"10117 Berlin, Mitte (Mitte)",Etagenwohnung,6 von 7,350 m²,,6,5.0,2.0,5.430 €,7.230 €,Neuwertig
today,112192765,FLAT SHOWING: 17th Dec. at 5pm! WONDERFUL FLAT SHARE ABLE 3 ROOM APARTMENT! Für DEUTSCH scrollen!,Nordkapstraße ,"10439 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Etagenwohnung,1 von 4,"110,6 m²",,3,3.0,1.0,1.399 €,1.599 €,Vollständig renoviert
today,111620166,Dachgeschosswohnung am Schiffbauerdamm!,Schiffbauerdamm ,"10117 Berlin, Mitte (Mitte)",Etagenwohnung,5 von 5,110 m²,,3,2.0,2.0,2.195 €,2.490 € (zzgl. Heizkosten),Neuwertig
today,111359547,Herrschaftliche Residenz im Herzen Schönebergs!,Rosenheimer Straße ,"10781 Berlin, Schöneberg (Schöneberg)",Etagenwohnung,1 von 4,207 m²,,"6,5",3.0,2.0,3.000 €,3.800 €,Neuwertig
today,112047900,SONNTAGSBESICHTIGUNG: 17.12 um 11:15h! RENOVIERTE WG-geeignete 3-Zimmer-Whg! CLICK HERE FOR ENGLISH!,KaiserFriedrichStraße ,"10627 Berlin, Charlottenburg (Charlottenburg)",Etagenwohnung,3 von 4,"102,49 m²",,3,3.0,1.0,"1.381,57 €","1.449,43 € (zzgl. Heizkosten)",Vollständig renoviert
today,111865730,*ERSTBEZUG nach Sanierung! Helle Wohnung* neue EBK*neues Bad*Parkett**,Neuendorferstraße ,"13585 Berlin, Spandau (Spandau)",Etagenwohnung,1,"60,36 m²","60,36 m²",3,1.0,1.0,695 €,819 €,Erstbezug nach Sanierung
today,101158163,+++Modernes Wohnen in historischem Ambiente-Charlottenburg+++,SophieCharlotteStr. ,"14059 Berlin, Charlottenburg (Charlottenburg)",Etagenwohnung,1 von 4,75 m²,75 m²,2,1.0,,1.043 €,"1.259,05 €",Saniert
today,112190848,"2,5 Zimmer Wohnung im Wedding mit Balkon*Erstbezug nach Modernisierung*",Stockholmer Str. ,"13359 Berlin, Wedding (Wedding)",Etagenwohnung,4 von 4,60 m²,,"2,5",1.0,1.0,629 €,809 €,Modernisiert
today,111286844,4 Zimmer-Wohnung im Gartenhaus,Maximilianstraße  d,"13187 Berlin, Pankow (Pankow)",Etagenwohnung,2 von 4,"109,8 m²","109,8 m²",4,3.0,1.0,1.399 €,1.644 €,Neuwertig
today,112016658,Moderne 3-Zimmer-Wohnung mit Balkon und herrlichem Ausblick im grünen Biesdorf zu vermieten!,Marchwitzastraße ,"12681 Berlin, Marzahn (Marzahn)",Etagenwohnung,8 von 10,69 m²,,3,2.0,1.0,569 €,739 €,Gepflegt
today,110533014,Schöne helle 2 Raum Wohnung mit Balkon in Friedrichshain,Fredersdorfer Straße ,"10243 Berlin, Friedrichshain (Friedrichshain)",Etagenwohnung,1 von 4,"65,91 m²",,1,1.0,1.0,"757,97 €","922,75 €",Modernisiert
today,112159004,Top 4-Zimmer-Etagenwohnung in Mitte,Große Hamburger Str. ,"10115 Berlin - Mitte, Mitte (Mitte)",Etagenwohnung,2 von 4,"110,92 m²","110,92 m²",4,2.0,1.0,1.664 €,2.029 €,
today,112046154,Ruhig gelegene und gepflegte 2-Zimmer-Wohnung in Marzahn-Biesdorf zu vermieten!,Marchwitzastr. ,"12681 Berlin, Marzahn (Marzahn)",Etagenwohnung,5 von 11,49 m²,,2,1.0,1.0,429 €,549 €,Gepflegt
today,112150579,++ Möblierte Luxuswohnung in der Spandauer Altstadt ++ ,Markt ,"13597 Berlin, Spandau (Spandau)",Etagenwohnung,2 von 3,52 m²,,2,1.0,1.0,806 €,962 €,Erstbezug nach Sanierung
today,111662018,Erstbezug nach Modernisierung! 2-Zimmer-Wohnung in Tiergarten,Lübecker Str. ,"10559 Berlin, Tiergarten (Tiergarten)",Erdgeschosswohnung,0,57 m²,,2,1.0,1.0,569 €,759 €,Modernisiert
today,112043239,Am schönsten ist es hier - bei uns zu Hause - Wohngebiet  Weiße Taube ,Plauener Str. ,"13055 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)",Etagenwohnung,2 von 4,"76,87 m²",,3,1.0,1.0,"761,01 €","951,01 €",Gepflegt
today,66182867,Wandlitzstraße (2 Zimmer),Wandlitzstraße /,"10318 Berlin, Karlshorst (Lichtenberg)",Etagenwohnung,2 von 4,59 m²,59 m²,2,1.0,1.0,"610,06 €","775,06 €",Vollständig renoviert
today,112150195,Schloßstr./Zimmermannstr. + ERSTBEZUG + top ausgest. 2-Zi DACH-TERRASSEN + EBK + Parkett,Schloßstr. ,"12163 Berlin, Steglitz (Steglitz)",Dachgeschoss,4 von 4,101 m²,,2,1.0,1.0,1.290 €,1.440 € (zzgl. Heizkosten),Erstbezug
today,112042506,"3 Zimmer Neubau-Wohnung mit 2 Balkonen, Gäste-WC und Dusche in absoluter Top-Lage!!!",Anklamer Str. ,"10115 Berlin, Mitte (Mitte)",Etagenwohnung,2 von 6,"92,12 m²","60,2 m²",3,1.0,1.0,"1.471,16 €","1.802,09 €",Neuwertig
today,111351744,**ERSTBEZUG NACH SANIERUNG** WG-geeignete 2-Zimmer-Wohnung mit Balkon und EBK!,Müllerstraße a,"13349 Berlin, Wedding (Wedding)",Etagenwohnung,3 von 5,"64,78 m²",,2,1.0,1.0,929 €,1.029 €,Erstbezug nach Sanierung
today,112041964,Erstbezug - 3 Zimmer Wohnung mit Balkon - Fußbodenheizung - Nahe Alexanderplatz,Rungestr. E,"10179 Berlin, Mitte (Mitte)",Etagenwohnung,3 von 6,"68,95 m²",,3,2.0,1.0,1.150 €,1.315 €,Erstbezug
today,112024889,FLAT SHOWING 12th Dec. 5pm CLASSIC Single Apartment in Prenzlauer Berg! Für DEUTSCH scrollen!,Bornholmer Straße ,"10439 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Etagenwohnung,0 von 3,"36,06 m²",,1,1.0,1.0,"549,92 €","654,49 €",Saniert
today,112188322,+MÖBLIERTES WOHNEN AUF ZEIT IN CHARLOTTENBURG+PERFEKT FÜR STUDENTEN ODER ZWEITWOHNSITZ+,Olbersstrasse xx,"10589 Charlottenburg, Charlottenburg (Charlottenburg)",Erdgeschosswohnung,0 von 4,38 m²,38 m²,2,1.0,1.0,550 €,750 €,Gepflegt
today,112174580,*NEU* Single- oder Pärchenwohnung in KREUZBERG,Skalitzer Straße ,"10997 Berlin, Kreuzberg (Kreuzberg)",Etagenwohnung,3 von 3,"85,64 m²",,2,1.0,1.0,1.071 €,1.373 €,Saniert
today,105172726,2 Zimmer mit Wasserblick,Lindenstr. ,"12555 Berlin, Köpenick (Köpenick)",Etagenwohnung,1 von 3,"77,65 m²",,2,2.0,1.0,784 €,999 €,Neuwertig
today,112032639,++Singles aufgepasst++Neu renovierter Wohnraum++,Luisenstraße ,"12557 Berlin, Köpenick (Köpenick)",Etagenwohnung,2,"56,32 m²",,2,1.0,1.0,499 €,650 €,Saniert
today,102369677,"*** Top sanierte 2,5-Zimmerwohnung mit Südbalkon***",Reichenberger Straße ,"10999 Berlin, Kreuzberg (Kreuzberg)",,1 von 4,"64,5 m²",65 m²,"2,5",2.0,1.0,"965,70 €",1.140 €,Erstbezug nach Sanierung
today,59656884,Dachgeschoss mit großer Terrasse zentral am Adenauer Platz ( auch teilgewerblich ),,10709 Berlin,Dachgeschoss,6 von 6,203 m²,186 m²,4,1.0,1.0,2.430 €,3.202 €,Nach Vereinbarung
today,109376418,Wohnen im ältesten Hochhaus Berlins am Roseneck,Hohenzollerndamm ,"14199 Berlin, Schmargendorf (Wilmersdorf)",,16 von 16,"90,89 m²","890,89 m²",3,1.0,1.0,1.092 €,1.320 €,Gepflegt
today,69405661,Zentrale Lage U-Bhf Ullsteinstraße am Hafencenter,Burgemeister Straße ,"12099 Berlin, Tempelhof (Tempelhof)",,1 von 8,"88,4 m²",80 m²,3,1.0,1.0,707 €,987 €,Nach Vereinbarung
today,111122012,Zentrale Lage an der Otto-Suhr-Allee ( im Hochpaterre ),OttoSuhrAllee ,"10585 Berlin, Charlottenburg (Charlottenburg)",Hochparterre,,"61,7 m²",52 m²,2,1.0,1.0,570 €,755 €,Gepflegt
today,109514875,Wohnen im ältesten Hochhaus Berlins am Roseneck,Hohenzollerndamm ,"14199 Berlin, Schmargendorf (Wilmersdorf)",,1 von 16,101 m²,83 m²,4,1.0,1.0,795 €,1.103 €,Vollständig renoviert
today,98192266,"Offene luxussanierte Penthouse Dach-WE mit Sonnenterrasse, Gartennutzung und Stellplatz",Galluner Str. ,"12307 Berlin, Lichtenrade (Tempelhof)",Dachgeschoss,3 von 3,110 m²,110 m²,2,1.0,2.0,1.350 €,1.520 €,Erstbezug nach Sanierung
today,83725505,Historischer Altbau in  Spitzen -Lage in Mitte,Spreeufer ,"10178 Berlin, Mitte (Mitte)",Etagenwohnung,3 von 5,"141,5 m²",,5,4.0,2.0,"2.122,50 €","2.462,50 €",Vollständig renoviert
today,88721085,Stilvolle Altbauwohnung für Familie am Lietzensee,SophieCharlotteStraße ,"14057 Berlin, Charlottenburg (Charlottenburg)",Etagenwohnung,2 von 5,160 m²,160 m²,6,4.0,2.0,2.250 €,2.750 €,Gepflegt
today,111818461,"attraktives 2 Zimmer-Appertement, möbliert in Berlin Charlottenburg",,10625 Berlin,Etagenwohnung,1 von 6,50 m²,50 m²,2,1.0,1.0,800 €,1.067 €,Erstbezug nach Sanierung
today,109946511,Altbauschmuckstück komplett saniert,Warschauer Strasse ,"10243 Berlin, Friedrichshain (Friedrichshain)",Etagenwohnung,2 von 5,140 m²,,4,2.0,1.0,1.820 €,2.156 €,Erstbezug nach Sanierung
today,99052108,wunderschöne Villenetage im 1. OG im Grunewald,Hagenplatz ,"14193 Berlin Charlottenburg, Grunewald (Wilmersdorf)",,1 von 3,139 m²,139 m²,3,2.0,1.0,2.085 €,2.485 €,Vollständig renoviert
today,73579060,Wohnung mit WBS in Berlin- Lichtenrade,Töpchiner Weg ,"12309 Berlin-Lichtenrade, Lichtenrade (Tempelhof)",Etagenwohnung,3 von 3,"81,86 m²",,"2,5",2.0,1.0,"739,93 €","835,93 €",Vollständig renoviert
today,111765062,***GLÜCKSTREFFER: Mitten in Mitte*** moderne 3 Zi Balkon voll möbl***72qm ruhig sonnig sicher,CarolinevonHumboldtWeg ,"10117 Berlin, Mitte (Mitte)",Etagenwohnung,2 von 5,72 m²,,3,2.0,1.0,1.600 €,1.900 €,Neuwertig
today,111324224,"Besichtigung am Samstag, den 09.12. um 15:10 Uhr, TOLLE 4 Zimmer! Balkon! Laminat! EBK! Wannenbad!",Päwesiner Weg d,"13581 Berlin, Spandau (Spandau)",Etagenwohnung,1,"92,19 m²","92,19 m²",4,,1.0,863 €,"1.089,90 €",Modernisiert
today,112146754,Öffentliche Besichtigung am 15.12.2017 um 16.45 Uhr - Parkähnliche Grünanlage - modernes Siedlung...,GünterLitfinStraße ,"13086 Berlin-Weißensee, Weißensee (Weißensee)",Etagenwohnung,1 von 3,"45,33 m²","45,33 m²",2,1.0,1.0,499 €,645 €,Gepflegt
today,110540243,**Wohntraum Dachgeschosswohnung in Dahlem mit 2 Terrassen**,Flanaganstraße ,"14159 Berlin, Dahlem (Zehlendorf)",Dachgeschoss,4 von 4,"124,32 m²",,3,2.0,2.0,1.430 €,1.860 €,Gepflegt
today,108140142,Renovierte Dachgeschosswohnung in Reinickendorf,GeneralBarbyStr. ,"13403 Berlin, Reinickendorf (Reinickendorf)",Dachgeschoss,4 von 4,"100,6 m²","100,6 m²",3,2.0,1.0,805 €,1.020 €,Gepflegt
today,109860642,2-Zimmer-Wohnung in Alt-Hohenschönhausen - nur mit WBS,KonradWolfStraße ,"13055 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)",Etagenwohnung,2 von 5,"58,8 m²","58,8 m²",2,1.0,1.0,"536,84 €","710,30 €",Saniert
today,111692081,Ruhige 2-Zimmer-Wohnung im Neubau,Küstriner Str.  A,"13055 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)",Etagenwohnung,1 von 6,56 m²,,2,1.0,1.0,588 €,"716,80 €",Erstbezug
today,112004251,Auffallend individuell – Erstbezug nahe Hauptbahnhof!,Lehrter Straße ,"10557 Berlin, Tiergarten (Tiergarten)",Etagenwohnung,1 von 6,208 m²,,5,3.0,2.0,2.980 €,3.695 € (zzgl. Heizkosten),Neuwertig
today,112021072,*NEU* 3er-WG-geeignete Wohnung nahe S Feuerbachstraße (S1)/ U Walther-Schreiber-Platz (U9),Fregestraße ,"12161 Berlin, Steglitz (Steglitz)",Etagenwohnung,2 von 5,"92,51 m²",,3,3.0,1.0,1.189 €,1.338 € (zzgl. Heizkosten),Saniert
today,112175933,5706 - Geschmackvolles und sonniges Loft in zentraler Lage,,10115 Berlin,Etagenwohnung,1 von 5,65 m²,65 m²,2,1.0,1.0,1.780 €,1.780 € (zzgl. Nebenkosten & Heizkosten),Erstbezug
today,111536160,Modernisierte Altbauwohnung nähe S-Bahnhof Feuerbachstraße,Sachsenwaldstraße ,"12157 Berlin, Steglitz (Steglitz)",Etagenwohnung,1 von 3,"113,06 m²",,3,1.0,1.0,1.356 €,"1.649,72 €",Modernisiert
today,112071514,Schöne 2-Zimmerwohnung wartet auf Sie!,Todtnauer Zeile ,"13469 Berlin, Waidmannslust (Reinickendorf)",Erdgeschosswohnung,0 von 5,68 m²,,2,1.0,1.0,439 €,659 €,Gepflegt
today,111992135,Schnell zuschlagen! 1-Zimmerwohnung in Neukölln!!,Dieselstraße ,"12057 Berlin, Neukölln (Neukölln)",Etagenwohnung,12 von 16,41 m²,,1,1.0,1.0,379 €,499 €,Erstbezug nach Sanierung
today,98028730,Charmante Dachgeschosswohnung zentral in Treptow,Behringstrasse a,"12437 Berlin, Baumschulenweg (Treptow)",Dachgeschoss,3 von 3,"75,95 m²",,2,1.0,1.0,715 €,995 €,Saniert
today,110016146,"Schicke Wohnung im klassischen Altbau! Nahe Neuköllner Arcaden! Balkon, EBK, Dielung...",Mainzer Str. ,"12053 Berlin, Neukölln (Neukölln)",Etagenwohnung,0 von 4,66 m²,66 m²,3,2.0,1.0,949 €,1.124 €,Modernisiert
today,112022000,Einbauküche - Parkett - Gespachtelte Wände - Wannenbad und Duschbad,Dunckerstraße ,"10437 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Etagenwohnung,0,109 m²,,"3,5",2.0,2.0,1.299 €,"1.446,15 € (zzgl. Heizkosten)",Gepflegt
today,112172776,FLAT SHOWING: 17th Dec. at 3.15pm! TOP 2 ROOM APARTMENT in FRIEDRICHSHAIN! Für Deutsch hier klicken!,Boxhagener Straße ,"10245 Berlin, Friedrichshain (Friedrichshain)",Etagenwohnung,3 von 4,"62,99 m²",,2,2.0,1.0,"944,85 €","1.096,03 €",Vollständig renoviert
today,111977205,Einmalige Kiezlage - Erstbezug nach Sanierung!,Kollwitzstraße ,"10435 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Etagenwohnung,1 von 5,154 m²,,3,2.0,2.0,2.159 €,2.699 € (zzgl. Heizkosten),Neuwertig
today,112019698,"Neu! Erstbezug! Hochwertige und exclusive Ausstattung! Süd-Balkon, Parkett, Badewanne...",Eiswerder Straße J,"13585 Berlin, Spandau (Spandau)",Etagenwohnung,2 von 3,75 m²,78 m²,3,2.0,1.0,840 €,1.065 €,Erstbezug nach Sanierung
today,111294315,"Schöne 3-Zimmer-Wohnung mit Balkon, Parkett, EBK und Aufzug",Neue Bahnhofstrasse ,"10245 Berlin, Friedrichshain (Friedrichshain)",Etagenwohnung,3 von 6,"92,85 m²","92,85 m²",3,2.0,1.0,1.207 €,1.469 €,
today,110133376,2 Zimmer in Friedrichshainer Altbau,Mainzer Straße ,"10247 Berlin, Friedrichshain (Friedrichshain)",Etagenwohnung,4 von 4,"71,54 m²","74,54 m²",2,1.0,1.0,840 €,1.016 €,
today,112019555,"Neu! Erstbezug! Hochwertige und exclusive Ausstattung! Süd-Balkon, Parkett, EBK, Dusche...",Eiswerder Straße J,"13585 Berlin, Spandau (Spandau)",Etagenwohnung,2 von 3,55 m²,58 m²,2,1.0,1.0,600 €,770 €,Erstbezug nach Sanierung
today,112019427,"Neu! Erstbezug! Hochwertige und exclusive Ausstattung! Süd-Balkon, Parkett, großzügiger Schnitt...",Eiswerder Straße H,"13585 Berlin, Spandau (Spandau)",Etagenwohnung,2 von 3,73 m²,75 m²,2,1.0,1.0,800 €,1.020 €,Erstbezug nach Sanierung
today,111417882,"Neu! Erstbezug! Hochwertige und exclusive Ausstattung! Maisonette, 2x Balkon, Parkett, EBK...",Eiswerder Straße H,"13585 Berlin, Spandau (Spandau)",Maisonette,1 von 3,67 m²,72 m²,2,1.0,1.0,740 €,940 €,Erstbezug nach Sanierung
today,110885139,Ruhig gelegene 2 Zimmer Wohnung*Balkon *Laminat *EBK *Keller*Abstellraum,Wurstmacherweg  a,"13158 Berlin, Rosenthal (Pankow)",Etagenwohnung,1 von 3,"63,26 m²",,2,1.0,1.0,"632,60 €","785,60 €",Gepflegt
today,89418635,Schnucklige DG Wohnung mit Balkon und Laminat,Garibaldistr. ,"13158 Berlin, Rosenthal (Pankow)",Dachgeschoss,5 von 5,"66,05 m²",,3,2.0,1.0,"696,17 €","876,17 €",Gepflegt
today,96057445,(WBS m.besonderem Wohnbedarf erforderlich)Gemütliche Wohnung*überdachte Terrasse z.Garten *Wannenbad,Buschkrugallee ,"12359 Berlin, Britz (Neukölln)",Erdgeschosswohnung,0 von 4,"66,09 m²",,2,1.0,1.0,"477,17 €","676,17 €",Vollständig renoviert
today,108063851,Weltstadtflair mit Weitblick am Potsdamer Platz!,Leipziger Platz ,"10117 Berlin, Mitte (Mitte)",Etagenwohnung,8 von 11,124 m²,,2,1.0,1.0,"1.864,50 €","2.354,50 €",Neuwertig
today,112004245,Wohnen oder Teilgewerbe im Altbauklassiker!,Bundesallee ,"10715 Berlin, Wilmersdorf (Wilmersdorf)",Etagenwohnung,3,195 m²,,5,3.0,1.0,2.145 €,2.746 €,Neuwertig
today,111977202,Tolles Apartment in direkter Nähe zur Spree – Erstbezug nach Sanierung!,Lüneburger Straße a,"10557 Berlin, Tiergarten (Tiergarten)",Etagenwohnung,4 von 4,48 m²,48 m²,1,1.0,,680 €,825 €,Neuwertig
today,109996560,"Schönes 6-Zimmer Townhaus in Berlin, Mitte - an der Spree",Köpenicker Straße ,"10179 Berlin, Mitte (Mitte)",Erdgeschosswohnung,3,198 m²,,6,4.0,2.0,3.280 €,3.880 €,Erstbezug
today,85553267,Komplett renovierte DG Wohnung*sonniger Balkon*Laminat*Kelller,Hechelstraße ,"13403 Berlin, Reinickendorf (Reinickendorf)",Dachgeschoss,3 von 3,"61,25 m²",,2,1.0,1.0,"523,08 €","731,58 €",Gepflegt
today,83430537,Helle 2-Zimmer-Wohnung in gepflegter Wohnanlage mit Balkon,Kastanienallee a,"13158 Berlin, Rosenthal (Pankow)",Etagenwohnung,2 von 3,"61,14 m²",,2,1.0,1.0,"611,40 €","794,85 €",Gepflegt
